   3.84248638       2.97840023       1.04926491       1.54651034       1.40860295       1.55303979       1.12112522       1.12982464      0.723772585       1.77035946E-03  0.664763093      0.481123537      0.483380973      0.268255323    
 -0.162817568     -0.201544061      -2.15263391      -1.69935393      -1.66528940      -1.26969254      -1.72479510      -1.02891386      -1.07823598      -1.63859153      -1.53758192     -0.891109943     -0.648628175     -0.888676941    
 -0.943141103     -0.914866090       3.97501141E-02 -0.926798582     -0.214273438     -0.862786233      -1.09247541      -1.00778484     -0.963883281     -0.199868336      -1.19622707     -0.667016566     -0.567173958     -0.465099961    
 -0.916432023      -1.07628560      -1.35311568      -6.75789416E-02 -0.864637375     -0.907287419      -1.05380511      -1.21655226     -0.446265072     -0.741452813     -0.883745134     -0.538644552     -0.117011890       3.54054980E-02
 -0.734053969      -1.47856367      -1.19218731      -1.07897711     -0.480353862      -1.48704195      -1.27382660      -1.40456760      -1.05197465     -0.831270814     -0.962533474     -0.936129689     -0.541730165     -0.504602194    
 -0.881092668      -1.34893394      -2.11234260      -1.42101693      -1.05355918     -0.513109863     -0.904495656     -0.992727518      -1.10750985      -1.38562763     -0.703861833     -0.464959353     -0.317247629     -0.385096073    
 -0.937356174      -1.17945457      -1.36613750      -2.10861230      -2.00886559     -0.894283533     -0.392529458      -1.45717764      -1.29404485     -0.762965381     -0.637728989     -0.740461826     -0.262950122     -0.771830559    
  -1.09716499     -0.457299680      -1.31585574      -1.69626188      -2.17904878      -1.03450501      -1.25062537     -0.378153324     -0.705957294     -0.919099271     -0.690927386     -0.154722184     -0.781420052     -0.336964965    
 -0.835244894      -2.10084653      -2.68237424      -1.56073654      -1.83999383      -1.60917342      -1.37322295      -1.04884100       2.22342163E-02  -1.11612153     -0.650036931     -0.473639399     -0.877418995      -1.07083631    
  -1.31867039      -1.35211110     -0.579905033      -1.39859939      -1.17135882      -1.00594568     -0.931699693      -1.45196724     -0.894883633      0.458881497     -0.717232287      -1.29750979     -0.693553686     -0.300144821    
 -0.893186033      -2.77766109      -1.87485921      -1.62925649      -2.08492923     -0.824179053      -1.02653360     -0.998641968     -0.393638015      -1.20059443      0.389586478     -0.599611402     -0.756253898     -0.564856291    
 -0.988841414      -1.57876682      -2.32589412      -1.94000852      -2.15070653      -1.50097406      -1.49865985      -7.09083676E-03 -0.370353699      -1.24092996     -0.819265962      0.298163444      -1.20509803     -0.816235840    
  -1.24245453      -1.26553035      -1.99541855     -0.836244166      -1.75003576     -0.730913818     -0.886816442      -1.01891112     -0.980052114     -0.794352293     -0.756257415      -1.13703525      0.224067077     -0.565657854    
  -1.10689056      -1.44432211      -1.99443376      -1.44521666      -2.47706175     -0.733394086      -1.29210794     -0.883760870     -0.905903101     -0.688134074     -0.552669406     -0.942109883     -0.617910743      0.315459728    
